UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
AGG ASSAULT,190901468,03/31/2019,3909 CAMPBELLTON RD SW,412,Kings Forest,P,33.6924,-84.51637,
AGG ASSAULT,190901508,03/31/2019,477 WINDSOR ST SW @DUNBAR PARK,303,Mechanicsville,V,33.74172,-84.39836,
BURGLARY-RESIDENCE,190900412,03/31/2019,1999 BENT CREEK WAY SW,410,Campbellton Road,R,33.70087,-84.46574,
BURGLARY-RESIDENCE,190900854,03/31/2019,844 BELFAST ST SW,306,Sylvan Hills,X,33.71316,-84.41632,
BURGLARY-RESIDENCE,190901424,03/31/2019,123 ATLANTA AVE SE,304,Peoplestown,V,33.73014,-84.38391,
BURGLARY-RESIDENCE,190901463,03/31/2019,740 SIDNEY MARCUS BLVD NE,211,Lindbergh/Morosgo,B,33.82598,-84.36335,
BURGLARY-NONRES,190900496,03/31/2019,180 WALKER ST SW,507,Castleberry Hill,M,33.74964,-84.40132,
BURGLARY-NONRES,190900596,03/31/2019,2191 CAMPBELLTON RD SW,409,Adams Park,R,33.70578,-84.46017,
BURGLARY-NONRES,190901678,03/31/2019,2800 FORREST PARK RD SE,313,South River Gardens,Z,33.67835,-84.35791,
BURGLARY-RESIDENCE,190900455,03/31/2019,420 THOMASVILLE BLVD SE,308,Thomasville Heights,Z,33.70609,-84.35842,
BURGLARY-RESIDENCE,190891039,03/30/2019,1184 EGGLESTON STREET SW,401,West End,T,33.73958,-84.42657,
BURGLARY-RESIDENCE,190891606,03/30/2019,1757 RICHMOND AVE SE,307,Lakewood Heights,Y,33.70616,-84.37606,
BURGLARY-NONRES,190890742,03/30/2019,2430 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.82149,-84.35161,
BURGLARY-RESIDENCE,190882112,03/30/2019,1160 FAIR STREET,104,Ashview Heights,T,33.74886,-84.42557,
BURGLARY-RESIDENCE,190890104,03/30/2019,1 CONIFER CIR NE,209,North Buckhead,B,33.85552,-84.36329,
BURGLARY-RESIDENCE,190891217,03/30/2019,1193 HARDEE ST NE,609,Edgewood,O,33.75523,-84.34851,
AGG ASSAULT,190892130,03/30/2019,2410 BENJAMIN E MAYS DR SW,406,Cascade Heights,I,33.72262,-84.46641,
AGG ASSAULT,190890351,03/30/2019,275 PRYOR ST SW,512,Downtown,M,33.74747,-84.39415,
AGG ASSAULT,190891216,03/30/2019,349 CLEVELAND AVE SW,309,Perkerson,X,33.68123,-84.40109,
AGG ASSAULT,190891121,03/30/2019,707 PARK AVE NE,208,North Buckhead,B,33.85496,-84.36137,
HOMICIDE,190890725,03/30/2019,289 W LAKE AVE NW,105,West Lake,J,33.76307,-84.44077,
ROBBERY-PEDESTRIAN,190882145,03/30/2019,2536 METROPOLITAN PKWY SW,309,Perkerson,X,33.68274,-84.40902,
ROBBERY-PEDESTRIAN,190891636,03/30/2019,2346 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81907,-84.35152,
ROBBERY-COMMERCIAL,190892013,03/30/2019,750 LIBERTY COMMONS DR NW,102,Vine City,L,33.75579,-84.41542,
AUTO THEFT,190890199,03/30/2019,2456 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75166,-84.46789,
AUTO THEFT,190890279,03/30/2019,3376 PEACHTREE RD,208,North Buckhead,B,33.84934,-84.3664,
AUTO THEFT,190890303,03/30/2019,3391 PEACHTREE RD NE @SWISS HOTEL,210,Lenox,B,33.84886,-84.36517,
AUTO THEFT,190890395,03/30/2019,1545 NORTHSIDE DR NW,207,Loring Heights,E,33.79746,-84.40773,
AUTO THEFT,190891200,03/30/2019,17 MELDON AVE SE,305,South Atlanta,Y,33.71175,-84.38339,
AUTO THEFT,190891715,03/30/2019,50 ARTS CENTER WAY NE,502,Midtown,E,33.79016,-84.38679,
AUTO THEFT,190891908,03/30/2019,2865 DONALD LEE HOLLOWELL PKWY NW,113,Brookview Heights,G,33.78092,-84.48168,
AUTO THEFT,190891227,03/30/2019,857 COLLIER RD NW @HAVE A NICE DAY CAFE,205,Wildwood (NPU-C),C,33.81036,-84.41606,
LARCENY-FROM VEHICLE,190882163,03/30/2019,3372 DELMAR LANE NW,111,Adamsville,H,33.75656,-84.49838,
LARCENY-FROM VEHICLE,190890097,03/30/2019,366 W PEACHTREE ST NW,508,Downtown,M,33.7644,-84.38762,
LARCENY-FROM VEHICLE,190890113,03/30/2019,1700 NORTHSIDE DR NW,207,Berkeley Park,D,33.80077,-84.40869,
LARCENY-FROM VEHICLE,190890494,03/30/2019,1845 PIEDMONT AVE NE,613,Morningside/Lenox Park,F,33.80622,-84.36626,
LARCENY-FROM VEHICLE,190890811,03/30/2019,2277 PEACHTREE RD NE,211,,E,33.81595,-84.39051,
LARCENY-FROM VEHICLE,190891165,03/30/2019,1335 CHATTAHOOCHEE AVE NW,204,Underwood Hills,D,33.80296,-84.43161,
LARCENY-FROM VEHICLE,190891211,03/30/2019,1299 COLLIER RD NW,204,Underwood Hills,D,33.81257,-84.43011,
LARCENY-FROM VEHICLE,190891358,03/30/2019,683 PEACHTREE ST NE @COX CARLTON HOTEL,505,Midtown,E,33.77325,-84.38449,
LARCENY-FROM VEHICLE,190891376,03/30/2019,299 N HIGHLAND AVE NE,602,Inman Park,N,33.76198,-84.35846,
LARCENY-FROM VEHICLE,190891597,03/30/2019,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68845,-84.49328,
LARCENY-FROM VEHICLE,190891721,03/30/2019,2 RANDOLPH ST NE,604,Old Fourth Ward,M,33.75451,-84.36812,
LARCENY-FROM VEHICLE,190891877,03/30/2019,720 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.76626,-84.36428,
LARCENY-FROM VEHICLE,190891903,03/30/2019,537 PARK AVE SE @GRANT PARK,605,Grant Park,W,33.74029,-84.3699,
LARCENY-FROM VEHICLE,190892074,03/30/2019,337 10TH ST NE,503,Midtown,E,33.78169,-84.37616,
LARCENY-FROM VEHICLE,190892093,03/30/2019,333 NELSON ST SW,507,Castleberry Hill,M,33.75149,-84.39906,
LARCENY-FROM VEHICLE,190892135,03/30/2019,1015 EDGEWOOD AVE NE,602,Inman Park,N,33.75678,-84.35438,
LARCENY-FROM VEHICLE,190892195,03/30/2019,1005 BALDWIN ST SW,104,Ashview Heights,T,33.74647,-84.42057,
ROBBERY-PEDESTRIAN,190892159,03/30/2019,WESTMONT RD SW / VENETIAN DR SW,403,Venetian Hills,S,33.71457,-84.4377,
LARCENY-NON VEHICLE,190890798,03/30/2019,116 PONCE DE LEON AVE NE,505,Midtown,E,33.77248,-84.38382,
LARCENY-NON VEHICLE,190891554,03/30/2019,205 12TH ST NE,503,Midtown,E,33.7842,-84.38071,
LARCENY-FROM VEHICLE,190890845,03/30/2019,1185 COLLIER RD NW,204,,C,33.81137,-84.42525,
LARCENY-FROM VEHICLE,190892098,03/30/2019,350 SAWTELL AVE SE,307,Lakewood Heights,Y,33.70628,-84.37729,
LARCENY-NON VEHICLE,190890323,03/30/2019,3871 REDWINE RD SW,414,Princeton Lakes,P,33.66005,-84.50994,
LARCENY-NON VEHICLE,190891004,03/30/2019,265 PEACHTREE CENTER AVE NE @MARIOTT,509,Downtown,M,33.76158,-84.38496,
LARCENY-NON VEHICLE,190891124,03/30/2019,3512 FAIRLANE DR NW,114,Fairburn Heights,H,33.76666,-84.50213,
LARCENY-NON VEHICLE,190891873,03/30/2019,2690 METROPOLITAN PKWY SW,309,Perkerson,X,33.68169,-84.40737,
LARCENY-NON VEHICLE,190891730,03/30/2019,2516 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75242,-84.47042,
LARCENY-NON VEHICLE,190891071,03/30/2019,3495 BUCKHEAD LOOP NE,208,North Buckhead,B,33.85209,-84.3645,
LARCENY-NON VEHICLE,190891145,03/30/2019,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68173,-84.40783,
LARCENY-NON VEHICLE,190891146,03/30/2019,3393 PEACHTREE RD NE @Multiple,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,190891422,03/30/2019,931 MONROE DR NE @STARBUCKS,614,Midtown,E,33.77909,-84.36717,
LARCENY-NON VEHICLE,190891506,03/30/2019,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,
LARCENY-NON VEHICLE,190891605,03/30/2019,25 PEACHTREE ST SW,511,Downtown,M,33.75366,-84.39047,
LARCENY-NON VEHICLE,190891913,03/30/2019,25 PEACHTREE ST SW,511,Downtown,M,33.75366,-84.39047,
LARCENY-NON VEHICLE,190880047,03/29/2019,160 TED TURNER DR NW @ATLANTA AMERICAN MOT,508,Downtown,M,33.75934,-84.39009,
LARCENY-NON VEHICLE,190880211,03/29/2019,1294 DONNELLY AVE SW,402,West End,T,33.73453,-84.43003,
LARCENY-NON VEHICLE,190881330,03/29/2019,1371 MARKET ST SW,501,Atlantic Station,E,33.7921,-84.39466,
LARCENY-NON VEHICLE,190881855,03/29/2019,30 ALABAMA ST SW @ FIVE POINTS CONVENIENCE STORE,511,Downtown,M,33.7521,-84.38955,
LARCENY-NON VEHICLE,190881900,03/29/2019,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,
LARCENY-NON VEHICLE,190882083,03/29/2019,223 MORELAND AVE SE,606,Reynoldstown,N,33.74735,-84.34933,
LARCENY-NON VEHICLE,190882167,03/29/2019,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,190880303,03/29/2019,3771 ROSWELL RD NE ,209,North Buckhead,B,33.8575,-84.38159,
LARCENY-NON VEHICLE,190880741,03/29/2019,134 JOHN HOPE DR SW,101,The Villages at Castleberry Hill,T,33.75102,-84.41035,
LARCENY-NON VEHICLE,190882390,03/29/2019,1181 JOSEPH E BOONE BLVD,,Bankhead,K,33.7636,-84.42637,
LARCENY-FROM VEHICLE,190881526,03/29/2019,2025 HOSEA WILLIAMS DR,,Kirkwood,O,33.75086,-84.32133,
LARCENY-FROM VEHICLE,190880149,03/29/2019,428 PONCE DE LEON AVE NE,614,Midtown,E,33.77333,-84.37336,
LARCENY-FROM VEHICLE,190880504,03/29/2019,216 LA FRANCE WALK NE,609,Edgewood,O,33.7596,-84.34315,
LARCENY-FROM VEHICLE,190880531,03/29/2019,720 AMSTERDAM AVE NE,613,Morningside/Lenox Park,F,33.78786,-84.36353,
LARCENY-FROM VEHICLE,190880554,03/29/2019,3789 KATHRYN DRIVE SW,414,Deerwood,P,33.67717,-84.51326,
LARCENY-FROM VEHICLE,190880601,03/29/2019,6 LULLWATER PL NE,608,Druid Hills,N,33.77428,-84.33895,
LARCENY-FROM VEHICLE,190880925,03/29/2019,4 ALBEMARLE DR NW,201,Margaret Mitchell,A,33.83593,-84.43983,
LARCENY-FROM VEHICLE,190880979,03/29/2019,536 FORMWALT ST SW,303,Mechanicsville,V,33.74014,-84.39565,
LARCENY-FROM VEHICLE,190880998,03/29/2019,757 CLEVELAND AVE SW,309,Perkerson,X,33.68232,-84.41417,
LARCENY-FROM VEHICLE,190881117,03/29/2019,903 HUFF RD NW,103,Vine City,L,33.75569,-84.40528,
LARCENY-FROM VEHICLE,190881128,03/29/2019,1132 TECHWOOD DR NW @COURTYARD BY MARRIOT,501,Home Park,E,33.7855,-84.39273,
LARCENY-FROM VEHICLE,190881337,03/29/2019,3330 PIEDMONT RD NE @KROGER - PIEDMONT,208,Buckhead Forest,B,33.84564,-84.37462,
LARCENY-FROM VEHICLE,190881611,03/29/2019,199 CLEVELAND AVE SW,310,Browns Mill Park,Z,33.68142,-84.39555,
LARCENY-FROM VEHICLE,190881641,03/29/2019,2537 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82403,-84.36328,
LARCENY-FROM VEHICLE,190881878,03/29/2019,401 TOWNSEND PL NW,201,Paces,A,33.86283,-84.44985,
LARCENY-FROM VEHICLE,190882099,03/29/2019,2345 ADAMS DR NW,103,Bolton,D,33.81881,-84.45333,
LARCENY-FROM VEHICLE,190882182,03/29/2019,935 MARIETTA ST NW,504,Marietta Street Artery,E,33.77795,-84.40849,
LARCENY-FROM VEHICLE,190882274,03/29/2019,909 PONCE DE LEON AVE NW,602,Poncey-Highland,N,33.77347,-84.35767,
LARCENY-FROM VEHICLE,190882520,03/29/2019,2195 MONROE DR NE,212,Piedmont Heights,F,33.81034,-84.36852,
LARCENY-FROM VEHICLE,190882526,03/29/2019,668 11TH ST NW,501,Home Park,E,33.78269,-84.40878,
AUTO THEFT,190881968,03/29/2019,2516 MARTIN L KING JR DR SW,405,Perkerson,X,33.69294,-84.40879,
AUTO THEFT,190880467,03/29/2019,311 SCOTT ST SW,406,,I,33.74956,-84.49595,
AUTO THEFT,190880626,03/29/2019,1975 PLAZA LN SW,410,Campbellton Road,R,33.70534,-84.45325,
AUTO THEFT,190881228,03/29/2019,250 10TH ST NE,502,Midtown,E,33.78218,-84.37867,
AUTO THEFT,190881551,03/29/2019,2965 5TH ST SW,311,Hammond Park,X,33.67391,-84.40071,
AUTO THEFT,190882000,03/29/2019,1619 ABBOT LN NW,110,West Highlands,G,33.7889,-84.44693,
AUTO THEFT,190882102,03/29/2019,3639 PEACHTREE RD NE,210,Ridgedale Park,B,33.85373,-84.35777,
AUTO THEFT,190882142,03/29/2019,I-285 SB EXPY NW / MARTIN L KING JR DR NW,111,Adamsville,H,33.75362,-84.49558,
AUTO THEFT,190882258,03/29/2019,950 W PEACHTREE ST NW,503,Midtown,E,33.78014,-84.38747,
ROBBERY-COMMERCIAL,190881704,03/29/2019,1723 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.70678,-84.38031,
ROBBERY-PEDESTRIAN,190882459,03/29/2019,102 OLLIE ST NW,105,Washington Park,K,33.75735,-84.4214,
HOMICIDE,190880076,03/29/2019,3390 FAIRBURN RD SW,414,Ben Hill,P,33.6632,-84.52404,
ROBBERY-PEDESTRIAN,190881986,03/29/2019,689 CASCADE AVE SW,404,Westview,T,33.73636,-84.4368,
LARCENY-NON VEHICLE,190880112,03/29/2019,1328 LAKEWOOD AVE SE,305,South Atlanta,Y,33.71826,-84.38159,
LARCENY-NON VEHICLE,190880170,03/29/2019,2181 STAR MIST DR SW,409,Southwest,R,33.69706,-84.49128,
LARCENY-NON VEHICLE,190880795,03/29/2019,66 MOURY AVE SE,305,South Atlanta,Y,33.7125,-84.38591,
LARCENY-NON VEHICLE,190881158,03/29/2019,1471 WOODBINE AVE SE,610,Kirkwood,O,33.75004,-84.33907,
LARCENY-NON VEHICLE,190881271,03/29/2019,245 AMAL DR,307,Betmar LaVilla,Y,33.70612,-84.39573,
LARCENY-NON VEHICLE,190881849,03/29/2019,673 LYRIC WAY NW,112,Collier Heights,I,33.77377,-84.47694,
LARCENY-NON VEHICLE,190881979,03/29/2019,2018 LISBON DR SW,306,Sylvan Hills,X,33.70269,-84.41303,
AGG ASSAULT,190881767,03/29/2019,416 BOULEVARD NE,603,Old Fourth Ward,M,33.7657,-84.37233,
AGG ASSAULT,190881964,03/29/2019,MORELAND AVE SE,609,Edgewood,O,33.76103,-84.33185,
AGG ASSAULT,190880370,03/29/2019,3540 N CAMP CREEK PKWY SW,414,,P,33.67051,-84.50299,
AGG ASSAULT,190881713,03/29/2019,275 PRYOR ST SW,512,Downtown,M,33.74747,-84.39415,
AGG ASSAULT,190882506,03/29/2019,1105 EUCLID AVE,602,Inman Park,N,33.76403,-84.35081,
AGG ASSAULT,190880131,03/29/2019,3305 DELMAR LN NW,111,Adamsville,H,33.75699,-84.49604,
AGG ASSAULT,190882336,03/29/2019,1040 N HIGHLAND,601,Virginia Highland,F,33.78287,-84.35477,
BURGLARY-RESIDENCE,190881145,03/29/2019,1019 WESTMONT RD SW,403,Cascade Avenue/Road,S,33.72772,-84.43777,
BURGLARY-RESIDENCE,190882262,03/29/2019,445 CLEVELAND AVE SE,312,Rosedale Heights,Z,33.68149,-84.37152,
BURGLARY-RESIDENCE,190882391,03/29/2019,16 CONIFER CIR NE,209,North Buckhead,B,33.85641,-84.36352,
BURGLARY-NONRES,190880663,03/29/2019,2866 FORREST HILLS DR SW,311,Hammond Park,X,33.67725,-84.39889,
BURGLARY-RESIDENCE,190882157,03/29/2019,500 NORTHSIDE CIR NW,207,Loring Heights,E,33.79724,-84.40668,
BURGLARY-RESIDENCE,190882266,03/29/2019,3450 FORREST PARK,313,South River Gardens,Z,33.66061,-84.35549,
BURGLARY-RESIDENCE,190882275,03/29/2019,4151 N STRATFORD RD NE,209,North Buckhead,B,33.86718,-84.36057,
BURGLARY-RESIDENCE,190871241,03/28/2019,675 HOLDERNESS ST SW,402,West End,T,33.73669,-84.42804,
BURGLARY-RESIDENCE,190870663,03/28/2019,1885 MARKONE ST NW,107,Grove Park,J,33.77,-84.44878,
BURGLARY-RESIDENCE,190871098,03/28/2019,1788 PIPER CIR SE,612,East Atlanta,W,33.72542,-84.33106,
BURGLARY-RESIDENCE,190871343,03/28/2019,293 JAMES P BRAWLEY DR NW,102,Vine City,L,33.76265,-84.41244,
BURGLARY-RESIDENCE,190872307,03/28/2019,688 GRANT TER SE,605,Grant Park,W,33.73585,-84.37949,
AGG ASSAULT,190870226,03/28/2019,1117 JOSEPH E BOONE BLVD NW,106,Bankhead,K,33.76359,-84.42472,
AGG ASSAULT,190871595,03/28/2019,1111 EUCLID AVE,602,Inman Park,N,33.764,-84.35057,
AGG ASSAULT,190872222,03/28/2019,1177 JOSEPH E BOONE BLVD NW,106,Bankhead,K,33.7636,-84.42627,
AGG ASSAULT,190870067,03/28/2019,211 CLEVELAND AVE SW,310,Browns Mill Park,Z,33.68141,-84.39595,
AGG ASSAULT,190870754,03/28/2019,595 RALPH D ABERNATHY BLVD SW,303,Pittsburgh,V,33.73796,-84.40707,
AGG ASSAULT,190871035,03/28/2019,I-75-85 NB EXPY SW / ARTHUR LANGFORD EB PKWY SW,310,Polar Rock,Z,33.69704,-84.40469,
AGG ASSAULT,190871975,03/28/2019,3399 COLLIER DR NW @APS HARPER-ARCHER MS,114,Fairburn Heights,H,33.76931,-84.49871,
AGG ASSAULT,190872125,03/28/2019,778 MAGNOLIA WAY NW,102,Vine City,L,33.75805,-84.41384,
LARCENY-NON VEHICLE,190870736,03/28/2019,300 PETERS ST SW,507,Castleberry Hill,M,33.74651,-84.40219,
LARCENY-NON VEHICLE,190871480,03/28/2019,144 MORELAND AVE NE,606,Reynoldstown,N,33.75736,-84.3496,
ROBBERY-PEDESTRIAN,190872186,03/28/2019,1093 WEST AVE SW,302,Pittsburgh,V,33.72494,-84.39593,
ROBBERY-PEDESTRIAN,190870374,03/28/2019,502 ROCKWELL ST SW,302,Pittsburgh,V,33.73174,-84.40407,
ROBBERY-COMMERCIAL,190872085,03/28/2019,1177 CONSTITUTION RD SE,308,Leila Valley,Z,33.69298,-84.35166,
AUTO THEFT,190870407,03/28/2019,271 HAAS AVE SE,609,Edgewood,O,33.74607,-84.34455,
AUTO THEFT,190870435,03/28/2019,340 DIXIE HILLS CIR NW,107,Grove Park,J,33.76475,-84.44937,
AUTO THEFT,190870757,03/28/2019,499 NORTHSIDE CIR NW,207,Loring Heights,E,33.79742,-84.40671,
ROBBERY-COMMERCIAL,190871260,03/28/2019,2 PEACHTREE ST SW,511,Downtown,M,33.75409,-84.39054,
LARCENY-FROM VEHICLE,190870971,03/28/2019,3787 MARTIN L KING JR DR NW,114,Old Gordon,H,33.76733,-84.51217,
LARCENY-FROM VEHICLE,190871133,03/28/2019,2246 NORTHSIDE DR NW,205,Springlake,C,33.81669,-84.40825,
LARCENY-FROM VEHICLE,190871408,03/28/2019,58 6TH ST NE,505,Midtown,E,33.7775,-84.3853,
LARCENY-FROM VEHICLE,190871431,03/28/2019,790 MARIETTA ST NW,504,Marietta Street Artery,E,33.77358,-84.40496,
LARCENY-FROM VEHICLE,190871459,03/28/2019,14 MELDON AVE SE,305,South Atlanta,Y,33.71148,-84.38302,
LARCENY-FROM VEHICLE,190871662,03/28/2019,441 16TH ST NW,501,Atlantic Station,E,33.78874,-84.40468,
LARCENY-FROM VEHICLE,190872075,03/28/2019,2461 METROPOLITAN PKWY SW,309,Perkerson,X,33.68783,-84.40888,
LARCENY-FROM VEHICLE,190872341,03/28/2019,1122 OLD CHATTAHOOCHEE AVE NW,103,Blandtown,D,33.79995,-84.42484,
LARCENY-FROM VEHICLE,190872404,03/28/2019,1983 HOWELL MILL RD NW,205,Channing Valley,C,33.80884,-84.41276,
