UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
LARCENY-NON VEHICLE,190590772,02/28/2019,3389 PAMLICO DR SW,406,Green Forest Acres,I,33.73378,-84.49911,
LARCENY-NON VEHICLE,190591053,02/28/2019,2855 PEACHTREE RD NE,206,Garden Hills,B,33.83277,-84.384,
LARCENY-NON VEHICLE,190591877,02/28/2019,1728 MARCEL AVE SW,408,,R,33.70821,-84.44447,
LARCENY-NON VEHICLE,190591993,02/28/2019,2599 RIDGEWOOD TER NW,201,Ridgewood Heights,C,33.82556,-84.44937,
LARCENY-NON VEHICLE,190592010,02/28/2019,1178 PIEDMONT AVE NE,502,Ansley Park,E,33.78699,-84.37858,
LARCENY-NON VEHICLE,190592024,02/28/2019,530 PIEDMONT AVE NE,509,Downtown,M,33.76909,-84.38208,
AUTO THEFT,190590649,02/28/2019,1235 VIRGINIA AVE NE,601,Virginia Highland,F,33.77907,-84.34728,
AUTO THEFT,190591824,02/28/2019,2942 COLLIER DR NW,112,Collier Heights,I,33.7635,-84.48313,
AUTO THEFT,190592128,02/28/2019,LAKEWOOD AVE SW / MACON DR SW,307,Lakewood Heights,Y,33.69935,-84.39208,
AUTO THEFT,190592270,02/28/2019,600 GARSON DR NE,211,Lindbergh/Morosgo,B,33.81861,-84.37021,
AUTO THEFT,190592393,02/28/2019,715 VICTORIA PL SW,401,West End,T,33.73532,-84.41699,
AUTO THEFT,190590409,02/28/2019,2535 CHANTILLY DR NE,212,Lindridge/Martin Manor,F,33.82363,-84.34977,
AUTO THEFT,190590510,02/28/2019,2535 CHANTILLY DR NE,212,Lindridge/Martin Manor,F,33.82363,-84.34977,
AUTO THEFT,190590721,02/28/2019,1001 GARDEN VIEW DR NE,210,Pine Hills,B,33.84895,-84.34904,
AUTO THEFT,190591142,02/28/2019,193 FLAT SHOALS AVE SE,606,Reynoldstown,N,33.74823,-84.352,
AUTO THEFT,190591219,02/28/2019,977 MANIGAULT ST SE,606,Reynoldstown,N,33.75082,-84.35505,
ROBBERY-PEDESTRIAN,190591792,02/28/2019,1605 DONALD LEE HOLLOWELL PKWY,110,Grove Park,J,33.773,-84.43982,
ROBBERY-PEDESTRIAN,190590034,02/28/2019,50 MOUNT ZION RD SW,312,Glenrose Heights,Z,33.67273,-84.39067,
ROBBERY-PEDESTRIAN,190591843,02/28/2019,1098 ADA AVE NW,109,Almond Park,G,33.78371,-84.46327,
ROBBERY-PEDESTRIAN,190592446,02/28/2019,1374 W PEACHTREE ST NW,502,Midtown,E,33.79214,-84.38835,
AGG ASSAULT,190590567,02/28/2019,I-285 SB EXPY SW / CAMPBELLTON RD SW,412,Meadowbrook Forest,P,33.69033,-84.5002,
AGG ASSAULT,190591329,02/28/2019,1242 GLENWOOD AVE SE,612,East Atlanta,W,33.74036,-84.34687,
AGG ASSAULT,190592123,02/28/2019,537 BOULEVARD NE,603,Old Fourth Ward,M,33.76911,-84.37156,
AGG ASSAULT,190592152,02/28/2019,840 MCDONOUGH BLVD SE,607,Custer/McDonough/Guice,W,33.70874,-84.35887,
AGG ASSAULT,190592170,02/28/2019,306 SKIPPER PL NW,112,Collier Heights,I,33.78225,-84.49155,
AGG ASSAULT,190590143,02/28/2019,91 PEACHTREE ST NE,510,Downtown,M,33.75595,-84.38854,
AGG ASSAULT,190592091,02/28/2019,610 NEW TOWN CIR SE,308,Thomasville Heights,Z,33.70664,-84.36296,
BURGLARY-RESIDENCE,190590394,02/28/2019,183 MOUNT ZION RD SE,312,Glenrose Heights,Z,33.67268,-84.38507,
BURGLARY-RESIDENCE,190590819,02/28/2019,1031 CAMILLA ST SW,104,Ashview Heights,T,33.7506,-84.42171,
BURGLARY-RESIDENCE,190590917,02/28/2019,111 MARONA ST NE,609,Edgewood,O,33.75662,-84.33528,
BURGLARY-RESIDENCE,190591264,02/28/2019,66 MOURY AVE SE,305,South Atlanta,Y,33.7125,-84.38591,
BURGLARY-RESIDENCE,190591685,02/28/2019,1485 RALPH D ABERNATHY BLVD SW,404,Westview,T,33.74198,-84.43611,
BURGLARY-RESIDENCE,190590675,02/28/2019,1870 CAMPBELLTON RD SW,408,,R,33.70939,-84.44964,
BURGLARY-RESIDENCE,190590803,02/28/2019,40 PEACHTREE VALLEY RD NE,207,,E,33.81096,-84.39145,
BURGLARY-RESIDENCE,190580436,02/27/2019,786 CLEVELAND AVE SW,311,Hammond Park,X,33.68069,-84.41464,
BURGLARY-RESIDENCE,190580957,02/27/2019,2909 CAMPBELLTON RD SW,409,Southwest,R,33.69869,-84.48265,
BURGLARY-RESIDENCE,190580991,02/27/2019,589 AUBURN AVE NE,604,Old Fourth Ward,M,33.75571,-84.36828,
BURGLARY-RESIDENCE,190581089,02/27/2019,17 TURMAN AVE SE,305,South Atlanta,Y,33.70866,-84.3819,
BURGLARY-RESIDENCE,190581325,02/27/2019,839 GILBERT ST SE,607,Ormewood Park,W,33.73156,-84.35086,
BURGLARY-RESIDENCE,190581512,02/27/2019,3380 PEACHTREE RD NE,208,North Buckhead,B,33.84892,-84.36597,
BURGLARY-RESIDENCE,190581515,02/27/2019,3380 PEACHTREE ROAD,208,North Buckhead,B,33.84892,-84.36597,
BURGLARY-RESIDENCE,190581584,02/27/2019,479 CANDLER ST NE,608,Candler Park,N,33.76743,-84.34545,
BURGLARY-RESIDENCE,190581599,02/27/2019,376 MELL AVE NE,608,Candler Park,N,33.7645,-84.33729,
BURGLARY-RESIDENCE,190581754,02/27/2019,3380 PEACHTREE ROAD,208,North Buckhead,B,33.84892,-84.36597,
BURGLARY-RESIDENCE,190581760,02/27/2019,3380 PEACHTREE ROAD,208,North Buckhead,B,33.84892,-84.36597,
AGG ASSAULT,190580365,02/27/2019,595 PIEDMONT AVE NE ,603,Old Fourth Ward,M,33.77067,-84.38023,
AGG ASSAULT,190580129,02/27/2019,221 CLEVELAND AVE SW,310,Browns Mill Park,Z,33.68143,-84.39669,
AGG ASSAULT,190581926,02/27/2019,2620 SANTA BARBARA DR NW,112,Collier Heights,I,33.76517,-84.47359,
AGG ASSAULT,190581912,02/27/2019,12 BROAD ST SW,511,Downtown,M,33.7532,-84.39201,
AGG ASSAULT,190580650,02/27/2019,309 RICHARDSON ST SW,303,Mechanicsville,V,33.74084,-84.39772,
AGG ASSAULT,190581030,02/27/2019,488 RALPH DAVID ABERNATHY,401,Adair Park,V,33.7382,-84.40821,
AGG ASSAULT,190582297,02/27/2019,1880 MARKONE ST NW,107,Grove Park,J,33.76962,-84.44847,
ROBBERY-PEDESTRIAN,190581889,02/27/2019,450 LATTA ST NE,603,Old Fourth Ward,M,33.76686,-84.37273,
ROBBERY-COMMERCIAL,190581281,02/27/2019,2151 CAMPBELLTON RD SW,409,Adams Park,R,33.70602,-84.45942,
ROBBERY-RESIDENCE,190580117,02/27/2019,2900 LANDRUM DR SW,409,Southwest,R,33.70623,-84.48372,
HOMICIDE,190580995,02/27/2019,2015 CAMPBELLTON RD SW,408,Venetian Hills,S,33.70781,-84.45477,
AUTO THEFT,190582216,02/27/2019,426 TODD ST,604,Sweet Auburn,M,33.75183,-84.37294,
AUTO THEFT,190582347,02/27/2019,500 CAMERON ST SE,605,Grant Park,W,33.74084,-84.36507,
ROBBERY-PEDESTRIAN,190580343,02/27/2019,866 W PEACHTREE ST NW,505,Midtown,E,33.77822,-84.38772,
LARCENY-NON VEHICLE,190580604,02/27/2019,131 PONCE DE LEON AVE NE,505,Midtown,E,33.77199,-84.38304,
LARCENY-NON VEHICLE,190580709,02/27/2019,101 JACKSON ST NE,604,Sweet Auburn,M,33.75692,-84.37422,
LARCENY-NON VEHICLE,190580922,02/27/2019,1322 LA FRANCE ST NE,609,Edgewood,O,33.76053,-84.3445,
LARCENY-NON VEHICLE,190581193,02/27/2019,3232 PEACHTREE RD NE,208,Buckhead Forest,B,33.84413,-84.37409,
LARCENY-NON VEHICLE,190581436,02/27/2019,3000 CONTINENTAL COLONY PKWY SW,411,Greenbriar,R,33.68077,-84.4937,
LARCENY-NON VEHICLE,190581647,02/27/2019,345 LANIER ST NW,107,Grove Park,J,33.76467,-84.43948,
LARCENY-NON VEHICLE,190582115,02/27/2019,1424 W PACES FERRY RD NW @WESTMINSTER SCHOOL,201,Paces,A,33.84628,-84.4343,
LARCENY-NON VEHICLE,190582146,02/27/2019,255 COURTLAND ST NE @HILTON HOTEL,509,Downtown,M,33.76157,-84.38314,
LARCENY-NON VEHICLE,190582190,02/27/2019,710 PEACHTREE ST NE,505,Midtown,E,33.77411,-84.38484,
LARCENY-NON VEHICLE,190582301,02/27/2019,327 MEMORIAL DR SE,605,Grant Park,W,33.74656,-84.37679,
LARCENY-NON VEHICLE,190580963,02/27/2019,1722 CAMPBELLTON RD SW,408,,R,33.71107,-84.44411,
LARCENY-NON VEHICLE,190581374,02/27/2019,1180 BOOKER AVE SW,302,Pittsburgh,V,33.72262,-84.39736,
LARCENY-NON VEHICLE,190581921,02/27/2019,572 ATWOOD ST SW,401,West End,T,33.73946,-84.42876,
LARCENY-NON VEHICLE,190581937,02/27/2019,2625 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82742,-84.36532,
LARCENY-NON VEHICLE,190581950,02/27/2019,1036 LENA ST NW,105,Washington Park,K,33.7564,-84.42261,
LARCENY-FROM VEHICLE,190580404,02/27/2019,638 PARK DR NE,601,Virginia Highland,F,33.78606,-84.36972,
LARCENY-FROM VEHICLE,190580448,02/27/2019,151 CLEVELAND AVE SW,310,Glenrose Heights,Z,33.67286,-84.38706,
LARCENY-FROM VEHICLE,190580500,02/27/2019,1188 DANNER ST SE,607,Woodland Hills,W,33.72229,-84.35188,
LARCENY-FROM VEHICLE,190580612,02/27/2019,641 NORTH AVE NE,603,Old Fourth Ward,M,33.77103,-84.36618,
LARCENY-FROM VEHICLE,190580993,02/27/2019,842 CREW ST SW,304,Summerhill,V,33.73177,-84.38944,
LARCENY-FROM VEHICLE,190581186,02/27/2019,455 FULTON ST SW,303,Mechanicsville,V,33.74173,-84.40283,
LARCENY-FROM VEHICLE,190581247,02/27/2019,3 JOSEPH E LOWERY BLVD,102,Atlanta University Center,L,33.75472,-84.41755,
LARCENY-FROM VEHICLE,190581429,02/27/2019,501 PULLIAM ST SW,303,Mechanicsville,V,33.74038,-84.39273,
LARCENY-FROM VEHICLE,190582009,02/27/2019,1030 ASTOR AVE SW,306,Sylvan Hills,X,33.70123,-84.42232,
LARCENY-FROM VEHICLE,190582281,02/27/2019,89 LUCKIE ST NW @QUALITY HOTEL,508,Downtown,M,33.75738,-84.3893,
LARCENY-FROM VEHICLE,190582290,02/27/2019,1063 N HIGHLAND AVE NE,601,Virginia Highland,F,33.78359,-84.35421,
LARCENY-NON VEHICLE,190580905,02/27/2019,226 RALPH D ABERNATHY BLVD SW,303,Mechanicsville,V,33.73675,-84.39489,
LARCENY-NON VEHICLE,190581417,02/27/2019,12 BROAD ST SW,511,Downtown,M,33.7532,-84.39201,
LARCENY-NON VEHICLE,190581539,02/27/2019,375 18TH ST NW @TARGET - 18TH,501,Atlantic Station,E,33.79303,-84.39921,
LARCENY-NON VEHICLE,190581868,02/27/2019,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,190582000,02/27/2019,3495 BUCKHEAD LOOP NE,208,North Buckhead,B,33.85209,-84.3645,
LARCENY-NON VEHICLE,190582018,02/27/2019,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,506,Midtown,E,33.77469,-84.36561,
LARCENY-NON VEHICLE,190582050,02/27/2019,2525 PIEDMONT RD NE @HOME DEPOT,211,Lindbergh/Morosgo,B,33.824,-84.36521,
LARCENY-NON VEHICLE,190571018,02/26/2019,2539 PIEDMONT RD NE @TARGET - PIEDMONT,211,Lindbergh/Morosgo,B,33.82403,-84.36328,
LARCENY-NON VEHICLE,190571358,02/26/2019,375 18TH ST NW @TARGET - 18TH,501,Atlantic Station,E,33.79303,-84.39921,
LARCENY-NON VEHICLE,190571632,02/26/2019,1001 PONCE DE LEON AVE NE @PUBLIX - PONCE,602,Poncey-Highland,N,33.7734,-84.35467,
LARCENY-NON VEHICLE,190571855,02/26/2019,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
BURGLARY-NONRES,190570388,02/26/2019,91 W WIEUCA RD NW,202,Chastain Park,A,33.87619,-84.39089,
LARCENY-FROM VEHICLE,190570322,02/26/2019,265 PEACHTREE CENTER AVE NE @Multiple,509,Downtown,M,33.76158,-84.38496,
LARCENY-FROM VEHICLE,190570330,02/26/2019,2037 TIGER FLOWERS DR NW,108,Dixie Hills,J,33.76036,-84.45392,
LARCENY-FROM VEHICLE,190570393,02/26/2019,2395 CAMPBELLTON RD SW,409,Southwest,R,33.70435,-84.46647,
LARCENY-FROM VEHICLE,190570557,02/26/2019,165 COURTLAND ST NE @SHERATON ATLANTA,510,Downtown,M,33.75895,-84.3834,
LARCENY-FROM VEHICLE,190570939,02/26/2019,61 NORTH AVE NW @VARSITY DRIVE INN,505,Midtown,E,33.77138,-84.38943,
LARCENY-FROM VEHICLE,190571056,02/26/2019,45 WHITEHOUSE DR NW,104,Ashview Heights,T,33.75231,-84.41959,
LARCENY-FROM VEHICLE,190571120,02/26/2019,351 JOSEPHINE ST NE,608,Candler Park,N,33.76398,-84.34789,
LARCENY-FROM VEHICLE,190571228,02/26/2019,1316 LAKEWOOD AVE SE,305,South Atlanta,Y,33.71876,-84.38181,
LARCENY-FROM VEHICLE,190571543,02/26/2019,1988 DETROIT AVE NW,107,Grove Park,J,33.76681,-84.45193,
LARCENY-FROM VEHICLE,190571618,02/26/2019,3405 LENOX RD NE @TERRACE GARDEN INN,210,Lenox,B,33.848,-84.35947,
LARCENY-FROM VEHICLE,190571988,02/26/2019,ABERCROMBIE PL NW / SPRING ST NW,505,Midtown,E,33.77771,-84.38947,
LARCENY-FROM VEHICLE,190572076,02/26/2019,1379 NORTHVIEW AVE NE,213,Morningside/Lenox Park,F,33.79238,-84.35829,
LARCENY-FROM VEHICLE,190572079,02/26/2019,1745 PEACHTREE ST NE @KROGER - PEACHTREE,207,Brookwood Hills,E,33.8018,-84.39187,
LARCENY-FROM VEHICLE,190572080,02/26/2019,931 MONROE DR NE ,506,Midtown,E,33.77909,-84.36717,
LARCENY-FROM VEHICLE,190572314,02/26/2019,255 COURTLAND ST NE @HILTON HOTEL,509,Downtown,M,33.76157,-84.38314,
LARCENY-FROM VEHICLE,190572365,02/26/2019,1365 PEACHTREE ST NE,502,Midtown,E,33.79209,-84.38532,
LARCENY-FROM VEHICLE,190570744,02/26/2019,1940 MURPHY AVE SW,306,Sylvan Hills,X,33.70192,-84.42732,
LARCENY-NON VEHICLE,190560439,02/26/2019,183 MOUNT ZION RD SE,312,Glenrose Heights,Z,33.67268,-84.38507,
LARCENY-NON VEHICLE,190570554,02/26/2019,144 PONCE DE LEON AVE NE @PONCE DE LEON INFIR,505,Midtown,E,33.77255,-84.38249,
LARCENY-NON VEHICLE,190571089,02/26/2019,1180 W PEACHTREE ST NW,502,Midtown,E,33.78699,-84.38791,
LARCENY-NON VEHICLE,190572059,02/26/2019,933 PEACHTREE ST NE,503,Midtown,E,33.78013,-84.38355,
LARCENY-NON VEHICLE,190572125,02/26/2019,275 E LAKE BLVD SE,611,The Villages at East Lake,O,33.74533,-84.31429,
AUTO THEFT,190570463,02/26/2019,3272 SAVILLE STREET SW,414,Princeton Lakes,P,33.66292,-84.5171,
AUTO THEFT,190570508,02/26/2019,2309 CAROLYN ST SW,413,Fairburn,P,33.69174,-84.52658,
AUTO THEFT,190571410,02/26/2019,1576 JOSEPH E BOONE BLVD NW,105,West Lake,J,33.76331,-84.43914,
AUTO THEFT,190571743,02/26/2019,816 MAGNOLIA WAY NW,102,Vine City,L,33.75805,-84.41421,
AUTO THEFT,190572250,02/26/2019,372 LEGACY DR SW,104,Harris Chiles,T,33.74387,-84.41915,
AUTO THEFT,190572356,02/26/2019,1675 MEMORIAL DR SE,610,Kirkwood,O,33.74716,-84.33286,
HOMICIDE,190570315,02/26/2019,171 AUBURN AVE NE @CITY WALK APARTMENTS,510,Downtown,M,33.75546,-84.38185,
LARCENY-NON VEHICLE,190570658,02/26/2019,3193 HOWELL MILL RD NW,201,,C,33.84222,-84.42767,
LARCENY-NON VEHICLE,190570832,02/26/2019,1222 ELIZABETH AVENUE SW,403,Venetian Hills,S,33.72179,-84.43528,
LARCENY-NON VEHICLE,190571023,02/26/2019,1385 JOSEPH E BOONE BLVD NW,107,Grove Park,J,33.76382,-84.43313,
AGG ASSAULT,190572005,02/26/2019,1929 HOSEA L WILLIAMS DR SE,610,Kirkwood,O,33.75219,-84.32458,
AGG ASSAULT,190572336,02/26/2019,951 PROCTOR ST NW,106,Bankhead,K,33.76515,-84.41862,
AGG ASSAULT,190572063,02/26/2019,625 JOSEPH E LOWERY BLVD NW,103,English Avenue,L,33.77187,-84.41726,
AGG ASSAULT,190570923,02/26/2019,671 JETT ST NW,103,English Avenue,L,33.76747,-84.40936,
AGG ASSAULT,190571290,02/26/2019,980 SPAIN PL NW,106,Bankhead,K,33.77208,-84.41926,
AGG ASSAULT,190572233,02/26/2019,3045 MIDDLETON RD NW,111,,I,33.75295,-84.4896,
AGG ASSAULT,190571456,02/26/2019,1606 VAN EPPS ST SE,612,East Atlanta,W,33.7373,-84.33531,
BURGLARY-RESIDENCE,190570661,02/26/2019,52 HELENA AVE NW,108,Penelope Neighbors,J,33.75319,-84.44752,
BURGLARY-RESIDENCE,190570819,02/26/2019,3865 RUX RD SW,412,Kings Forest,P,33.69681,-84.51464,
BURGLARY-RESIDENCE,190571686,02/26/2019,1284 MARTIN L KING JR DR SW,104,Mozley Park,K,33.75334,-84.42945,
BURGLARY-RESIDENCE,190571798,02/26/2019,215 NORTH AVE NE,603,Old Fourth Ward,M,33.77117,-84.38025,
BURGLARY-RESIDENCE,190571970,02/26/2019,765 MCDANIEL ST SW,302,Pittsburgh,V,33.73396,-84.40177,
BURGLARY-NONRES,190570316,02/26/2019,1135 SHERIDAN RD NE,212,Lindridge/Martin Manor,F,33.82002,-84.3508,
BURGLARY-RESIDENCE,190570331,02/26/2019,91 W WIEUCA RD NW,202,Chastain Park,A,33.87619,-84.39089,
BURGLARY-RESIDENCE,190560528,02/25/2019,639 S EVELYN PL NW,107,Grove Park,J,33.7724,-84.44561,
BURGLARY-RESIDENCE,190561359,02/25/2019,2291 MACON DR SW,310,Polar Rock,Z,33.69261,-84.39275,
BURGLARY-NONRES,190560473,02/25/2019,3478 LAKESIDE DR NE,210,Buckhead Heights,B,33.84821,-84.35754,
BURGLARY-NONRES,190562129,02/25/2019,550 PIEDMONT AVE NE,509,Downtown,M,33.7695,-84.38232,
BURGLARY-RESIDENCE,190560941,02/25/2019,183 MOUNT ZION RD SE,312,Glenrose Heights,Z,33.67268,-84.38507,
BURGLARY-RESIDENCE,190561520,02/25/2019,2423 MARTIN L KING JR DR NW,108,Florida Heights,I,33.75183,-84.46623,
BURGLARY-RESIDENCE,190561697,02/25/2019,239 GRANT ST SE,605,Oakland,W,33.74798,-84.37673,
AGG ASSAULT,190562158,02/25/2019,2452 MOROSGO WAY NE,211,Lindbergh/Morosgo,B,33.82295,-84.36559,
AGG ASSAULT,190562178,02/25/2019,2338 BOLTON RD NW,203,Bolton,D,33.81982,-84.46124,
ROBBERY-RESIDENCE,190562142,02/25/2019,2328 CAMPBELLTON RD SW ,410,Campbellton Road,R,33.70439,-84.4634,
AGG ASSAULT,190561176,02/25/2019,2425 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82131,-84.36736,
AGG ASSAULT,190561258,02/25/2019,2444 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82224,-84.36772,
HOMICIDE,190540454,02/25/2019,50 MT ZION RD SW,312,Glenrose Heights,Z,33.67086,-84.38939,
AUTO THEFT,190560389,02/25/2019,585 MCWILLIAMS RD SE,310,Browns Mill Park,Z,33.6887,-84.36924,
AUTO THEFT,190560695,02/25/2019,1250 LOGAN CIR NW,204,Underwood Hills,D,33.80645,-84.42847,
AUTO THEFT,190560914,02/25/2019,2774 DONALD LEE HOLLOWELL PKWY NW,112,Collier Heights,I,33.77886,-84.47948,
AUTO THEFT,190561293,02/25/2019,200 RENAISSANCE PKWY NE,603,Old Fourth Ward,M,33.76896,-84.38069,
AUTO THEFT,190561398,02/25/2019,I-285NB NW / I-20WB,108,Westhaven,I,33.75558,-84.46807,
ROBBERY-PEDESTRIAN,190561349,02/25/2019,2429 MARTIN L KING JR DR NW,108,Florida Heights,I,33.75246,-84.46669,
LARCENY-NON VEHICLE,190560303,02/25/2019,335 WILSON MILL RD SW,407,Wilson Mill Meadows,H,33.75364,-84.51525,
LARCENY-NON VEHICLE,190561165,02/25/2019,1740 CHESHIRE BRIDGE RD NE,212,Morningside/Lenox Park,F,33.80829,-84.36553,
LARCENY-NON VEHICLE,190561325,02/25/2019,931 MONROE DR NE,506,Midtown,E,33.77986,-84.36917,
LARCENY-NON VEHICLE,190561659,02/25/2019,178 MOURY AVE SW,305,The Villages at Carver,Y,33.71347,-84.39079,
LARCENY-NON VEHICLE,190561660,02/25/2019,255 COURTLAND ST NE @HILTON HOTEL,509,Downtown,M,33.76157,-84.38314,
LARCENY-NON VEHICLE,190561740,02/25/2019,1424 W PACES FERRY RD NW @WESTMINSTER SCHOOL,201,Paces,A,33.84628,-84.4343,
LARCENY-NON VEHICLE,190560592,02/25/2019,2565 BOHLER RD NW,201,Wesley Battle,C,33.82483,-84.42918,
LARCENY-NON VEHICLE,190560772,02/25/2019,1080 EUCLID AVE NE,602,Inman Park,N,33.76359,-84.3517,
LARCENY-NON VEHICLE,190561452,02/25/2019,754 REED ST SE,304,Summerhill,V,33.73415,-84.38548,
LARCENY-NON VEHICLE,190561482,02/25/2019,342 KING RD NW,202,Chastain Park,A,33.86176,-84.39873,
LARCENY-NON VEHICLE,190561499,02/25/2019,1000 WYLIE ST SE,606,Reynoldstown,N,33.75264,-84.35437,
LARCENY-NON VEHICLE,190561822,02/25/2019,1994 BENT CREEK WAY SW,410,Campbellton Road,R,33.7011,-84.46631,
LARCENY-NON VEHICLE,190561868,02/25/2019,765 MCDANIEL ST SW,302,Pittsburgh,V,33.73396,-84.40177,
LARCENY-NON VEHICLE,190510592,02/25/2019,796 W WESLEY DR,201,Memorial Park,C,33.82145,-84.41365,
LARCENY-NON VEHICLE,190560214,02/25/2019,1144 JOSEPH E BOONE BLVD NW,105,Hunter Hills,K,33.76328,-84.42492,
LARCENY-NON VEHICLE,190561302,02/25/2019,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
LARCENY-NON VEHICLE,190562057,02/25/2019,1660 PEACHTREE ST NW,502,Midtown,E,33.79874,-84.39164,
LARCENY-FROM VEHICLE,190560013,02/25/2019,1584 PIEDMONT AVE NE,213,Piedmont Heights,F,33.79788,-84.36854,
LARCENY-FROM VEHICLE,190560165,02/25/2019,774 TIFT AVE SW,301,Adair Park,V,33.73394,-84.4107,
LARCENY-FROM VEHICLE,190560225,02/25/2019,623 SHELTON AVE SW ,302,Pittsburgh,V,33.7345,-84.40778,
LARCENY-FROM VEHICLE,190560233,02/25/2019,762 SHELTON AVE SW,301,Adair Park,V,33.7343,-84.41039,
LARCENY-FROM VEHICLE,190560372,02/25/2019,2546 OLDKNOW DR NW,109,Center Hill,J,33.77151,-84.47051,
LARCENY-FROM VEHICLE,190560609,02/25/2019,416 HAROLD AVE NE,608,Lake Claire,N,33.76554,-84.33091,
LARCENY-FROM VEHICLE,190560744,02/25/2019,322 DECATUR ST SE,604,Sweet Auburn,M,33.74997,-84.3786,
LARCENY-FROM VEHICLE,190561290,02/25/2019,764 MIAMI CIR NE,211,Lindbergh/Morosgo,B,33.83131,-84.362,
LARCENY-FROM VEHICLE,190561408,02/25/2019,3300 FERNCLIFF CT NE,210,Pine Hills,B,33.84319,-84.35721,
LARCENY-FROM VEHICLE,190561774,02/25/2019,1492 ANDREWS ST NW,105,Hunter Hills,K,33.76,-84.43675,
LARCENY-FROM VEHICLE,190561867,02/25/2019,305 TED TURNER DR NW,508,Downtown,M,33.76284,-84.3889,
LARCENY-FROM VEHICLE,190562045,02/25/2019,441 16TH ST NW @IKEA,501,Atlantic Station,E,33.78874,-84.40468,
LARCENY-FROM VEHICLE,190562167,02/25/2019,1578 PIEDMONT AVE NE,213,Piedmont Heights,F,33.79764,-84.36884,
LARCENY-FROM VEHICLE,190562207,02/25/2019,1119 ISA DR SE,308,Thomasville Heights,Z,33.70023,-84.35223,
LARCENY-FROM VEHICLE,190562208,02/25/2019,1040 AUSTIN AVE NE,602,Inman Park,N,33.7628,-84.35375,
LARCENY-FROM VEHICLE,190561072,02/25/2019,58 MODA LN SE,606,Reynoldstown,N,33.75308,-84.35392,
